JCAT,Name,TDate,Program,Category,Result
S22039,Cosmos-2202,1995?,Gonets-D,COM,S
S22041,Gorizont,2007 Feb,Gorizont,COM,S
S22049,Geotail,2022 Nov 28 0507:13,Geotail,SCI,S
S22052,Cosmos-2203,1992 Sep 22 1854?,Kobal't,IMG,S
S22054,Soyuz TM-15,1993 Feb  1 0349,7K-STM,SS,S
S22056,Cosmos-2204,1997 Aug  5,Uragan,NAV,S
S22057,Cosmos-2205,1994 Aug 27,Uragan,NAV,S
S22058,Cosmos-2206,1996 Aug 26,Uragan,NAV,S
S22062,Cosmos-2207,1992 Aug 13 0826?,Oblik,IMG,S
S22064,[STS 46],1992 Aug  8 1312,OV-104,SS,S
S22065,EURECA,1993 Jun 24,Eureca,SCI,S
S22068,Molniya-1,1997?,Molniya-1T,COM,S
S22072,,1992 Aug 25,FSW2,IMG/MGRAV,S
S22076,TOPEX,2006 Jan 18,TOPEX,SCI,S
S22077,KITSAT-1,2002 Jan?,Kitsat,COM,S
S22078,[S80/T],1997?,S80/T,COM,S
S22080,Cosmos-2208,1994?,Strela-2M,COM,S
S22087,Optus B1,2008 May 15,Optus,COM,S
S22090,Progress M-14,1992 Oct 21,Progress M,SS,S
S22093,Resurs-F,1992 Sep  4 0646?,Resurs-F1 C,IMG,S
S22096,[Satcom C4],2007 Mar  1,Satcom C,COM,S
S22099,Pion,1992 Sep  1,Pion,SCI,S
S22100,Pion,1992 Sep  2,Pion,SCI,S
S22108,[USA 84],2017 Apr 18,GPS IIA,NAV,S
S22112,Cosmos-2209,1996 Oct,Oko-S,EW,S
S22116,Hispasat 1A,2003 Jul 25,Hispasat,COM,S
S22117,[Satcom C3],2010 Oct  8?,Satcom C,COM,S
S22120,[STS 47],1992 Sep 20 1253,OV-105,SS,S
S22133,Cosmos-2210,1992 Nov 20 2017?,Kobal't,IMG,S
S22136,[Mars Observer],1993 Aug 21,Plan Obs,PLAN,F
S22161,Freja,1996 Oct 14,SSC,SCI,S
S22162,,1992 Oct 13,FSW1,IMG,S
S22173,Photon,1992 Oct 24 0925,Foton,MGRAV,S
S22175,DFS 3,2003 Feb,DFS,COM,U
S22178,Molniya-3,1998 Jun?,Molniya-3,COM,S
S22182,Cosmos-2211,1995?,Strela-3,COM,S
S22183,Cosmos-2212,1995?,Strela-3,COM,S
S22184,Cosmos-2213,1995?,Strela-3,COM,S
S22185,Cosmos-2214,1995?,Strela-3,COM,S
S22186,Cosmos-2215,1995?,Strela-3,COM,S
S22187,Cosmos-2216,1995?,Strela-3,COM,S
S22189,Cosmos-2217,1996?,Oko E,EW,S
S22194,[STS 52],1992 Nov  1 1405,OV-102,SS,S
S22195,,1992 Oct 23,Lageos,GEOD,S
S22203,Progress M-15,1993 Feb  7,Progress M,SS,S
S22205,[Galaxy 7],2000 Nov 22,Galaxy,COM,S
S22207,Cosmos-2218,1994?,Parus,NAV,S
S22210,Ekran,2001 Mar?,Ekran-M,COM,S
S22214,CTA,1992 Oct 31,CTA,TECH,S
S22217,Resurs-500,1992 Nov 22 1837,Resurs-500,MGRAV,S
S22219,Cosmos-2219,1998?,Tselina-2,SIG,S
S22225,Mak-2,1992 Dec?,DOS SS,SCI,S
S22226,Cosmos-2220,1993 Jan 18 1956?,Kobal't,IMG,S
S22229,[MSTI],1993 Jul 14,MSTI,TECH,S
S22231,[USA 85],2008 Mar 17,GPS IIA,NAV,S
S22236,Cosmos-2221,1994?,Tselina-D,SIG,S
S22238,Cosmos-2222,1995?,Oko E,EW,S
S22245,Gorizont,2003 Dec,Gorizont,COM,S
S22251,[USA 86],2000 Jun  5,CRYSTAL 3,IMG,S
S22253,Superbird A1,2008 Dec 31,Superbird,COM,S
S22255,Molniya-3,1997 Oct?,Molniya-3,COM,S
S22259,[STS 53],1992 Dec  9 2043,OV-103,SS,S
S22260,Cosmos-2223,1993 Dec 16,Neman,IMG,S
S22269,Cosmos-2224,1999 Jun,Oko-1,EW,S
S22275,[USA 87],2007 Oct 23,GPS IIA,NAV,S
S22280,Cosmos-2225,1993 Feb 18,Don,IMG,S
S22282,Cosmos-2226,1993 Jul,Musson,GEOD,S
S22284,Cosmos-2227,1998?,Tselina-2 A,SIG,S
S22286,Cosmos-2228,1993?,Tselina-D,SIG,S
S22300,Cosmos-2229,1993 Jan 10 0416,Bion,BIO,S
S22302,KB electropitaniya,1993 Jan 10,,TECH,S
S22307,Cosmos-2230,1996?,Tsikada,NAV,S
S22309,Molniya-1,1996?,Molniya-1T,COM,S
S22313,[Endeavour],1993 Jan 19 1337,OV-105,SS,S
S22314,[TDRS 6],,TDRS,COM,S
S22317,Cosmos-2231,1993 Mar 25 1756?,Kobal't,IMG,S
S22319,Soyuz TM-16,1993 Jul 22 0641,7K-STM1,SS,S
S22321,Cosmos-2232,1997?,Oko E,EW,S
S22446,[Navstar 2A-09],2003 Nov 17,GPS IIA,NAV,S
S22449,Znamya-2,1993 Feb  4,PSUP,TECH,F
S22486,Kosmos-2106 SS 27,1990 Nov 28,ESO,CAL,S
S22487,Cosmos-2233,1996?,Parus,NAV,S
S22489,[CDS],1994 Feb  9,Orbcomm-X,COM,S
S22490,SCD-1,,INPE SCD,COM,S
S22512,Cosmos-2234,1994 Aug 17,Uragan,NAV,S
S22513,Cosmos-2235,1997 Aug  5,Uragan,NAV,S
S22514,Cosmos-2236,1997 Aug 23,Uragan,NAV,S
S22518,[DoD 1],2007?,SDS-B,COM,S
S22521,Astro-D,2000 Jul 16,ASTRO,AST,S
S22530,Progress M-16,1993 Mar 27,Progress M,SS,S
S22557,Raduga,2006 Aug?,Raduga,COM,S
S22561,Start-1,1993 Mar?,EKA,TECH,S
S22563,[UHF 1],1993 Jun,UFO,COM,S
S22565,Cosmos-2237,1998?,Tselina-2 A,SIG,S
S22581,[Navstar 2A-10],2005 Dec 14,GPS IIA,NAV,S
S22582,[SEDS 1],1993 Mar 30,SEDS,TECH,S
S22585,Cosmos-2238,1994 Sep 21,US-PM,SIG,S
S22588,Progress M-17,1994 Mar  3,Progress M,SS,S
S22590,Cosmos-2239,1995?,Parus,NAV,S
S22592,Cosmos-2240,1993 Jun  7 1141?,Kobal't,IMG,S
S22594,Cosmos-2241,1997?,Oko E,EW,S
S22621,[STS 56],1993 Apr 17 1137,OV-103,SS,S
S22623,[Spartan 201],1993 Apr 13,Spartan,AST,S
S22626,Cosmos-2242,1995?,Tselina-R,SIG,S
S22633,Molniya-3,1997 Apr?,Molniya-3,COM,S
S22638,[Alexis],2005 Apr 29,STP1,AST,S
S22639,[Orbcomm OXP],1994 Apr 25,Orbcomm-X,TECH,U
S22640,[STS 55],1993 May  6 1430,OV-102,SS,S
S22641,Cosmos-2243,1993 May  6,Kometa,IMG,S
S22643,Cosmos-2244,1995 Feb 14,US-PM,SIG,S
S22646,Cosmos-2245,1996?,Strela-3,COM,S
S22647,Cosmos-2246,1996?,Strela-3,COM,S
S22648,Cosmos-2247,1996?,Strela-3,COM,S
S22649,Cosmos-2248,1996?,Strela-3,COM,S
S22650,Cosmos-2249,1996?,Strela-3,COM,S
S22651,Cosmos-2250,1996?,Strela-3,COM,S
S22653,ASTRA 1C,2014 Jul 23,Astra,COM,S
S22654,ARSENE,1993 Sep  9,Arsene,COM,S
S22657,[USA 91],2016 Mar,GPS IIA,NAV,S
S22663,Resurs-F,1993 Jun 20 0246,Resurs-F2,IMG,S
S22666,Progress M-18,1993 Jul  4,Progress M,SS,S
S22671,Molniya-1,1998 Jun?,Molniya-1T,COM,S
S22675,Cosmos-2251,1995,Strela-2M,COM,S
S22684,[STS 57],1993 Jul  1 1252,OV-105,SS,S
S22687,Cosmos-2252,1996?,Strela-3,COM,S
S22688,Cosmos-2253,1996?,Strela-3,COM,S
S22689,Cosmos-2254,1996?,Strela-3,COM,S
S22690,Cosmos-2255,1996?,Strela-3,COM,S
S22691,Cosmos-2256,1996?,Strela-3,COM,S
S22692,Cosmos-2257,1996?,Strela-3,COM,S
S22694,[Galaxy 4],2000 Nov 22,Galaxy,COM,S
S22696,Resurs-F,1993 Jul 12 0435?,Resurs-F1 C,IMG,S
S22698,[Radcal],2013 May  5,STP1,CAL,S
S22700,[Navstar 2A-12],2014 May 19,GPS IIA,NAV,S
S22704,Soyuz TM-17,1994 Jan 14 0818,7K-STM,SS,S
S22709,Cosmos-2258,1995 Mar  2,US-PM,SIG,S
S22716,Cosmos-2259,1993 Jul 25 1129?,Kobal't,IMG,S
S22719,[USA 93],2008?,DSCS 3,COM,S
S22721,Cosmos-2260,1993 Aug  5 0530?,Oblik,IMG,S
S22723,Hispasat 1B,2006 Jun?,Hispasat,COM,S
S22724,INSAT-2B,2004 Jan  6,Insat 2,COM/MET,S
S22729,Molniya-3,1999 Sep?,Molniya-3,COM,S
S22739,[NOAA 13],1993 Aug 21,ATN,MET,S
S22741,Cosmos-2261,1997?,Oko E,EW,S
S22745,Progress M-19,1993 Oct 13,Progress M,SS,S
S22777,Resurs-F,1993 Sep 10 0700?,Resurs-F1 C,IMG,S
S22779,[Navstar 2A-13],2013 May  1,GPS IIA,NAV,S
S22782,Meteor-2,2003?,Meteor-2,MET/SCI,S
S22783,Temisat,1997?,Temisat,COM,S
S22787,[USA 95],,UFO,COM,S
S22789,Cosmos-2262,1993 Dec 19,Don,IMG,S
S22795,[STS 51],1993 Sep 22 0756,OV-103,SS,S
S22796,ACTS,2004 Apr 28,ACTS,COM,S
S22798,ORFEUS-SPAS I,1993 Sep 19,ASTRO-SPAS,AST,S
S22802,Cosmos-2263,1998?,Tselina-2,SIG,S
S22808,Cosmos-2264,1995 Apr  4,US-PM,SIG,S
S22823,SPOT 3,1996 Nov 14,SPOT,IMG,S
S22824,STELLA,1993 Sep 26,Diamant Geod,GEOD,S
S22825,EYESAT-A,,AMSAT Micro,COM,S
S22826,[Healthsat 1],2008?,Healthsat,COM,S
S22827,[Itamsat],,AMSAT Micro,COM,S
S22828,KITSAT-2,2002 Mar?,KITSAT,COM/IMG,S
S22829,[POSAT],2008?,Posat,COM,S
S22836,Raduga,2006 Sep?,Raduga,COM,S
S22859,,1993 Oct 16,FSW1,IMG,S
S22867,Progress M-20,1993 Nov 21,Progress M,SS,S
S22869,[STS 58],1993 Nov  1 1505,OV-102,SS,S
S22870,FSW-1 RV,1993 Oct 16,FSW RV,IMG,S
S22871,[Intelsat 7 F1],2017 May 19,Int7,COM,S
S22875,Cosmos-2265,1995?,Yug,CAL,S
S22877,[Navstar 2A 14],2020 Apr 20,GPS IIA,NAV,S
S22880,Gorizont,2009 Feb 14,Gorizont,COM,S
S22888,Cosmos-2266,1995 Oct  6?,Parus,NAV,S
S22904,Cosmos-2267,1994 Dec 28,Neman,IMG,S
S22907,Gorizont,2001 Dec?,Gorizont,COM,S
S22911,Solidaridad 1,2000 Aug 27,Solidaridad,COM,S
S22912,[Meteosat],2011 Apr 15,Meteosat,MET,S
S22915,[USA 97],2015 Dec?,DSCS 3,COM,S
S22917,[STS 61],1993 Dec 13 0525,OV-105,SS,S
S22921,[NATO 4B],2016 Nov 11,NATO,COM,S
S22927,[Telstar 401],1997 Jan 11,Telstar,COM,S
S22930,[DBS 1],2009 Feb 10,DirecTV,COM,S
S22931,[Thaicom 1],2010 Jan 30,Thaicom,COM,S
S22949,Molniya-1,1996 Oct?,Molniya-1T,COM,S
S22957,Soyuz TM-18,1994 Jul  9 1032,7K-STM,SS,S
S22963,Gals,2001 Aug?,Gals,COM,S
S22969,Meteor-3,1999?,Meteor-3,MET/IMG,S
S22971,TUBSAT-B,1994 Mar  5,Tubsat,TECH,S
S22973,[Clementine 1],1995 May  4,DSPSE,PLAN,S
S22975,Progress M-21,1994 Mar 23,Progress M,SS,S
S22977,[STS 60],1994 Feb 11 1919,OV-103,SS,S
S22978,OREX,1994 Feb  4 0033,NASDA RV,TECH,S
S22979,VEP,1994 Feb  7,NASDA Tech,TECH,S
S22981,Raduga-1,1999 Sep,Globus,COM,S
S22987,[ISA],1994 May 12,DSPSE,SCI,S
S22988,[Milstar 1-01],,Milstar,COM,S
S22990,[ODERACS A],1994 Feb  9,ODERACS,CAL,S
S22991,[ODERACS B],1994 Feb  9,ODERACS,CAL,S
S22992,[ODERACS C],1994 Feb  9,ODERACS,CAL,S
S22993,[ODERACS D],1994 Feb  9,ODERACS,CAL,S
S22994,[ODERACS E],1994 Feb  9,ODERACS,CAL,S
S22995,[ODERACS F],1994 Feb  9,ODERACS,CAL,S
S22996,SJ-4,1995?,SJ,SCI,S
S22998,BREM-SAT,1995 Feb 12,DLR Micro,SCI,S
S22999,Cosmos-2268,1997?,Strela-3,COM,S
S23000,Cosmos-2269,1997?,Strela-3,COM,S
S23001,Cosmos-2270,1997?,Strela-3,COM,S
S23002,Cosmos-2271,1997?,Strela-3,COM,S
S23003,Cosmos-2272,1997?,Strela-3,COM,S
S23004,Cosmos-2273,1997?,Strela-3,COM,S
S23009,[Kua Fu],1994 Feb  8,DFH-3,COM,S
S23010,Raduga,1995 May?,Raduga,COM,S
S23016,[Galaxy 1R],2006 Mar  8,Galaxy,COM,S
S23019,Coronas-I,1995 Apr?,AUOS,AST,S
S23025,[STS 62],1994 Mar 18 1309,OV-102,SS,S
S23027,[Navstar 2A-15],2014 Feb 21,GPS IIA,NAV,S
S23030,[STEP-0],2009?,NRO Sig Tech,TECH,S
S23031,[DARPASAT],2002 May,NRO Sig Tech,TECH,S
S23033,Cosmos-2274,1994 May 21 1901?,Kobal't,IMG,S
S23035,Progress M-22,1994 May 23,Progress M,SS,S
S23042,[STS 59],1994 Apr 20 1654,OV-105,SS,S
S23043,Cosmos-2275,2000 Jan 15,Uragan,NAV,S
S23044,Cosmos-2276,1999 Sep  9,Uragan,NAV,S
S23045,Cosmos-2277,1997 Aug 29,Uragan,NAV,S
S23051,[GOES 8],2004 May  5,GOES Next,MET,S
S23087,Cosmos-2278,1999?,Tselina-2,SIG,S
S23092,Cosmos-2279,1997?,Parus,NAV,S
S23095,Cosmos-2280,1995 Mar 10,Neman,IMG,S
S23097,[USA 103],,TRUMPET,SIG,S
S23099,SROSS-C2,2001 Jul 12,SROSS,AST,S
S23101,[MSTI-2],1994 Sep  5,MSTI,TECH,S
S23105,[STEP 2],1998?,STP1,TECH,S
S23108,Gorizont,2001 Oct,Gorizont,COM,S
S23114,Progress M-23,1994 Jul  2,Progress M,SS,S
S23119,Cosmos-2281,1994 Jun 29 0245?,Oblik,IMG,S
S23122,Foton,1994 Jul  2 0533,Foton,MGRAV,S
S23124,[Intelsat 702],2016 Sep 15,Int7,COM,S
S23125,STRV-1A,1998 Mar,STRV,TECH,S
S23126,STRV-1B,1998 Sep,STRV,TECH,S
S23132,[UHF F3],2005 Jun,UFO,COM,S
S23139,Soyuz TM-19,1994 Nov  4 1118,7K-STM,SS,S
S23145,Recoverable sat.,1994 Jul 18,FSW2,IMG/MGRAV,S
S23168,Cosmos-2282,1995 Oct,Oko-1,EW,S
S23173,[STS 65],1994 Jul 23 1038,OV-102,SS,S
S23175,Panamsat 2,2011 Jan 16,PAS,COM,S
S23176,BS-3N,2011 Aug 14,BS,COM,S
S23179,Nadezhda,1997 Jul,Nadezhda,NAV,S
S23182,Cosmos-2283,1994 Sep 29 1844?,Kobal't,IMG,S
S23185,APSTAR-I,2014 Jan 21,APSTAR,COM,S
S23187,Cosmos-2284,1994 Sep 11 2225,Kometa,IMG,S
S23189,Cosmos-2285,1995?,Obzor,IMG,S
S23191,[APEX],2001 Sep  1,STP1,TECH,S
S23192,[DBS 2],2007 May 21,DirecTV,COM,S
S23194,Cosmos-2286,1998 Jan?,Oko E,EW,S
S23199,Brasilsat-B1,2010 Dec  1,Brasilsat,COM,S
S23200,Turksat 1B,2005 Dec,Turksat,COM,S
S23203,Cosmos-2287,1999 Feb  3,Uragan,NAV,S
S23204,Cosmos-2288,2000 Jan 15,Uragan,NAV,S
S23205,Cosmos-2289,2000?,Uragan,NAV,S
S23211,Molniya-3,1999 Oct?,Molniya-3,COM,S
S23215,Progress M-24,1994 Oct  4,Progress M,SS,S
S23218,Cosmos 2290,1995 Apr  4,Orlets,IMG,S
S23223,[USA 105],,MERCURY,SIG,S
S23227,Optus B3,2016 Dec 31?,Optus,COM,S
S23230,ETS-VI,1999?,ETS,COM,S
S23233,[USA 106],2004?,DMSP 5D-2,MET,S
S23249,[Telstar 402],1994 Sep  9,Telstar,COM,F
S23251,[STS 64],1994 Sep 20 2112,OV-103,SS,S
S23253,[Spartan 201],1994 Sep 15,Spartan,AST,S
S23267,Cosmos 2291,2000 Aug?,Geizer,COM,S
S23278,Cosmos 2292,1995?,Vektor4,CAL,S
S23285,[STS 68],1994 Oct 11 1702,OV-105,SS,S
S23288,Soyuz TM-20,1995 Mar 22 0404,7K-STM,SS,S
S23305,[Intelsat 703],2014 Oct 17,Int7,COM,S
S23313,Solidaridad 2,2013 Dec 17,Solidaridad,COM,S
S23314,[Thaicom 2],2010 Nov  3?,Thaicom,COM,S
S23317,Okean-01,1996 Jan?,Okean-O1,IMG/IMG-R,S
S23319,Ekspress,2001 Jun 11,Ekspress,COM,S
S23323,IRS-P2,1997 Sep,IRS,IMG,S
S23327,Elektro,1998 Sep?,Elektro,MET,S
S23331,ASTRA 1D,2021 Nov  7?,Astra,COM,S
S23333,[Wind],,GGS,SCI,S
S23336,Cosmos-2293,1996 Mar 26,US-PM,SIG,S
S23340,[STS 66],1994 Nov 14 1533,OV-104,SS,S
S23341,CRISTA-SPAS I,1994 Nov 12,ASTRO-SPAS,SCI,S
S23342,Resurs-01,2000,Resurs-O1,IMG,S
S23348,Progress M-25,1995 Feb 16,Progress M,SS,S
S23396,Cosmos-2294,1999 Nov 19,Uragan,NAV,S
S23397,Cosmos-2295,1999 Oct  5,Uragan,NAV,S
S23398,Cosmos-2296,1999 Nov 30,Uragan,NAV,S
S23404,Cosmos-2297,1999?,Tselina-2,SIG,S
S23411,Geo-IK,1999 Feb  5,Musson,GEOD,S
S23413,[Orion],2008 Mar 20,Orion Sat,COM,S
S23415,DONG-FANG-HONG 3,1994 Dec,DFH-3,COM,S
S23420,Molniya-1,1999?,Molniya-1T,COM,S
S23426,Luch,1998 Aug 13,Al'tair,COM,S
S23431,Cosmos-2298,1997?,Strela-2M,COM,S
S23435,[USA 107],2023 Mar  1,DSP-14,EW,S
S23439,Radio-Rosto,,Radio RS,COM,S
S23441,Cosmos-2299,1998?,Strela-3,COM,S
S23442,Cosmos-2300,1998?,Strela-3,COM,S
S23443,Cosmos-2301,1998?,Strela-3,COM,S
S23444,Cosmos-2302,1998?,Strela-3,COM,S
S23445,Cosmos-2303,1998?,Strela-3,COM,S
S23446,Cosmos-2304,1998?,Strela-3,COM,S
S23448,Raduga,2000 Dec?,Raduga,COM,S
S23453,Cosmos-2305,1995 Dec 18,Neman,IMG,S
S23455,[NOAA 14],2007 May 23,ATN,MET,S
S23461,[Intelsat 704],2009 May 28,Int7,COM,S
S23463,TSIKADA,2005?,Tsikada,NAV,S
S23464,ASTRID,1995 Mar 1,SSC,SCI,S
S23465,FAISAT,1996 May?,FAISAT,COM,S
S23467,[USA 108],,UFO,COM,S
S23469,[STS 63],1995 Feb 11 1150,OV-103,SS,S
S23470,[Spartan 204],1995 Feb  9,Spartan,AST,S
S23471,[ODERACS],1995 Feb  4,ODERACS,CAL,S
S23472,[ODERACS],1995 Feb  4,ODERACS,CAL,S
S23473,[ODERACS],1995 Feb  4,ODERACS,CAL,S
S23474,[ODERACS],1995 Feb  4,ODERACS,CAL,S
S23475,[ODERACS],1995 Feb  4,ODERACS,CAL,S
S23477,Progress M-26,1995 Mar 15,Progress M,SS,S
S23497,FOTON,1995 Mar  3 0834,Foton,MGRAV,S
S23500,[STS 67],1995 Mar 18 2147,OV-105,SS,S
S23501,Cosmos-2306,2000 Oct?,Taifun-2V,CAL,S
S23511,Cosmos-2307,1999 Nov 19,Uragan,NAV,S
S23512,Cosmos-2308,2001 Feb  5,Uragan,NAV,S
S23513,Cosmos-2309,1997 Dec 26,Uragan,NAV,S
S23519,Soyuz TM-21,1995 Sep 11 0652,7K-STM,SS,S
S23521,SFU,1996 Jan 13,SFU,TECH,S
S23522,Himawari-5,2005 Jul 12?,GMS,MET,S
S23526,Cosmos-2310,1997 Apr 17?,Parus,NAV,S
S23528,[Intelsat 705],2011 Feb  9,Int7,COM,S
S23530,Cosmos-2311,1995 May 31 1805?,Kobal't,IMG,S
S23533,[USA 109],2009 Nov 18?,DMSP 5D-2,MET,S
S23536,Brasilsat-B2,2018 Jul  3,Brasilsat,COM,S
S23537,Eutelsat Hot Bird 1,2007 Feb 20,Eutelsat HB,COM,S
S23545,[Orbcomm FM1],1998 Mar  1,Orbcomm,COM,S
S23546,[Orbcomm FM2],2007 Apr  1,Orbcomm,COM,S
S23547,[Microlab 1],2000 Apr  3,OrbView,IMG,S
S23549,OFFEQ 3,2000 Jan?,Ofeq,IMG,S
S23553,[AMSC 1],,AMSC,COM,S
S23555,Progress M-27,1995 May 23,Progress M,SS,S
S23558,GFZ-1,1995 Apr 19,GFZ,GEOD,S
S23560,ERS-1/2,2011 Sep  5,ESA ERS,IMG-R/SCI,S
S23567,[USA 110],,ORION1,SIG,S
S23571,[Intelsat 706],2014 Dec  5,Int7,COM,S
S23579,Spektr,2001 Mar 23,TsM,SS,S
S23581,[GOES 9],2007 Jun 15,GOES Next,MET,S
S23584,Cosmos-2312,1997 Sep?,Oko E,EW,S
S23589,[UFO F5],2012 Dec  1?,UFO,COM,S
S23596,Cosmos-2313,1997 Apr 22,US-PM,SIG,S
S23598,[DBS 3],2009 Jun  5,DirecTV,COM,S
S23600,[STS 71],1995 Jul  7 1454,OV-104,SS,S
S23601,Cosmos-2314,1995 Sep  6 1958?,Kobal't,IMG,S
S23603,Cosmos-2315,2005?,Nadezhda-M,NAV,S
S23605,Helios 1A,2012 Feb,Helios,IMG,S
S23606,CERISE,2005?,CERISE,SIG,S
S23607,UPM-Sat 1,1997,UPM,MGRAV,S
S23609,[USA 112],,TRUMPET,SIG,S
S23612,[STS 70],1995 Jul 22 1202,OV-103,SS,S
S23613,[TDRS],,TDRS,COM,S
S23617,Progress M-28,1995 Sep  4,Progress M,SS,S
S23620,Cosmos-2316,1999 Apr  6,Uragan,NAV,S
S23621,Cosmos-2317,2001 Oct 15,Uragan,NAV,S
S23622,Cosmos-2318,2001 Apr  6,Uragan,NAV,S
S23628,[USA 113],2022 Nov 10,DSCS 3,COM,S
S23632,Prognoz-M2,2000 Oct 16,SO-M,SCI,S
S23636,[PAS 4],2010 Feb 26,PAS,COM,S
S23639,Koreasat-1,2006 Jan 31,Koreasat,COM,S
S23642,Molniya-3,2002 Nov?,Molniya-3,COM,S
S23646,Magion-4,1997 Sep 23,Magion,SCI,S
S23649,JCSAT-3,2007 Feb,JCSAT,COM,S
S23651,N-STARa,2006 Aug 22,N-STAR,COM,S
S23653,Cosmos-2319,2001 May?,Geizer,COM,S
S23657,Sich-1,2002?,Okean-O1,IMG/IMG-R,S
S23665,Soyuz TM-22,1996 Feb 29 1042,7K-STM,SS,S
S23667,[STS 69],1995 Sep 18 1138,OV-105,SS,S
S23668,[Spartan 201],1995 Sep 10,Spartan,AST,S
S23669,[WSF],1995 Sep 15,WSF,MGRAV,S
S23670,[Telstar 402R],2003 Sep 19,Telstar,COM,S
S23672,Resurs F,1995 Oct 26 0537,Resurs-F2,IMG/MGRAV,S
S23674,Cosmos-2320,1996 Sep 28,Neman,IMG,S
S23676,Cosmos-2321,1996 Jun 15?,Parus,NAV,F
S23678,Progress M-29,1995 Dec 19,Progress M,SS,S
S23680,Luch-1,1999 Jun?,Gelios,COM,S
S23686,ASTRA 1E,2015 Jun 11,Astra,COM,S
S23688,[STS 73],1995 Nov  5 1145,OV-102,SS,S
S23696,USA 114,2017 Jul?,UFO,COM,S
S23704,Cosmos-2322,2013?,Tselina-2,SIG,S
S23710,RADARSAT I-A,2013 Mar 29,Radarsat,IMG-R,S
S23712,[Milstar 2],,Milstar,COM,S
S23714,[STS 74],1995 Nov 20 1701,OV-104,SS,S
S23715,ISO,1998 May 16,ESA Ast,AST,S
S23717,Gals,2003 Aug  4,Gals,COM,S
S23723,AsiaSat-2,2012 Jul 21,Asiasat,COM,S
S23726,SOHO,,ESA Plan,AST,S
S23728,[USA 116],2008 Nov 18,CRYSTAL 3,IMG*,S
S23730,Telecom 2C,2009 Oct 20?,Telecom 2,COM,S
S23731,INSAT-2C,2003 Jul 28,Insat 2,COM/MET,S
S23734,Cosmos-2323,2000 Nov 28,Uragan,NAV,S
S23735,Cosmos-2324,2001 Dec 30,Uragan,NAV,S
S23736,Cosmos-2325,2001 Oct 15,Uragan,NAV,S
S23741,Galaxy 3R,2006 Jan 24,Galaxy,COM,S
S23744,Progress M-30,1996 Feb 22,Progress M,SS,S
S23748,Cosmos-2326,1997 Oct 10,US-PU,SIG/AST,S
S23751,IRS-1C,2007 Sep 21,IRS,IMG,S
S23752,Skipper,1995 Dec 29,SDIO SS,TECH,F
S23754,Echostar 1,2018 Jan  6,Echostar,COM,S
S23757,[XTE],2012 Jan  5,DeltaEx,AST,S
S23762,[STS 72],1996 Jan 20 0741,OV-105,SS,S
S23763,[OAST Flyer],1996 Jan 16,Spartan,TECH/SCI,S
S23764,[PAS 3R],2011 Jul 17,PAS,COM,S
S23765,[Measat 1],2013 May 15,Measat,COM,S
S23768,Koreasat-2,2015 Jun 16,Koreasat,COM,S
S23773,Cosmos 2327,1996 Apr   7,Parus,NAV,S
S23775,Gorizont,2006 May  5,Gorizont,COM,S
S23779,[Palapa C1],2012 Jan  7,Palapa C,COM,S
S23781,N-STARb,2007 May 29,N-Star,COM,S
S23784,[NEAR],2001 Feb 28,Discovery,PLAN,S
S23787,Gonets-1,2013,Gonets-D1,COM,S
S23788,Gonets-2,2019?,Gonets-D1,COM,S
S23789,Gonets-3,2010?,Gonets-D1,COM,S
S23790,Cosmos-2328,2012?,Strela-3,COM,S
S23791,Cosmos-2329,2012?,Strela-3,COM,S
S23792,Cosmos-2330,2012?,Strela-3,COM,S
S23794,Raduga,1996 Feb,Raduga,COM,S
S23798,Soyuz TM-23,1996 Sep  2 0741,7K-STM,SS,S
S23801,[STS-75],1996 Mar  9 1358,OV-102,SS,S
S23802,[Polar],2008 Apr 29,GGS,SCI,S
S23805,[TSS 1R],1996 Feb 26,TSS,TECH,F
S23814,[REX 2],2004 Aug  1,STP1,SCI,S
S23816,[Intelsat 707],2013 Jan 14,Int7,COM,S
S23818,Cosmos-2331,1996 Jun 11 1347,Kobal't,IMG,S
S23827,IRS-P3,2006 Jan,IRS,IMG,S
S23831,[STS-76],1996 Mar 31 1328,OV-104,SS,S
S23833,[GPS 33],2014 Aug  2,GPS IIA,NAV,S
S23839,[I3-F1],,Inmarsat 3,COM,S
S23842,ASTRA 1F,2020 Oct 23,Astra,COM,S
S23846,MSAT-1,2020 Nov 19,M-SAT,COM,S
S23848,Priroda,2001 Mar 23,TsM,SS,S
S23851,[MSX],2008 Jun  2,SDIO Delta,TECH/AST,S
S23853,Cosmos-2332,1996 Apr 24,Yug,CAL,S
S23855,[USA 118],,MERCURY,SIG,S
S23857,SAX,2003 Apr 29,ASI,AST,S
S23860,Progress M-31,1996 Aug  1,Progress M,SS,S
S23862,[USA 122],2010?,NOSS2,SIG,S
S23864,Palapa-C2,2016 Oct 31,Palapa C,COM,S
S23865,[AMOS 1],2012 Sep 21,AMOS,COM,S
S23868,[MSTI 3],1997 Dec 11,MSTI,TECH,S
S23870,[STS 77],1996 May 29 1109,OV-105,SS,S
S23871,[Spartan 207],1996 May 21,Spartan,TECH,S
S23872,[IAE],1996 May 20,IAE,TECH,S
S23876,[PAMS],1996 May 27?,PAMS,TECH,S
S23877,[Galaxy 9],2010 Jun  5?,Galaxy,COM,S
